covid,76.92307692307692
court,15.2
forget,13.0
times,11.0
trump,7.294117647058823
truth,5.8
death,5.0
tweet,4.818181818181818
real,4.7
mail,4.333333333333333
state,4.214285714285714
vote,4.090909090909091
today,3.9473684210526314
important,3.8
world,3.8
news,3.3333333333333335
twitter,3.2
needs,3.142857142857143
day,3.0869565217391304
media,3.0
voting,3.0
new,2.782608695652174
days,2.7142857142857144
time,2.6875
fact,2.526315789473684
twitter,fact,2.5
better,2.4
early,2.4
hit,2.4
join,2.4
public,2.3333333333333335
dead,2.2857142857142856
making,2.2
government,2.2
week,2.1666666666666665
support,2.125
post,1.8
impact,1.8
know,1.7894736842105263
help,1.7692307692307692
trying,1.75
care,1.7333333333333334
long,1.7142857142857142
house,1.6923076923076923
mask,1.6666666666666667
found,1.6666666666666667
country,1.5714285714285714
great,1.5714285714285714
actually,1.5714285714285714
order,1.5714285714285714
home,1.5
tonight,1.5
money,1.5
issue,1.4285714285714286
ago,1.4
stay,1.375
social,1.3636363636363635
city,1.3333333333333333
president,1.3333333333333333
family,1.2727272727272727
old,1.25
system,1.2
talking,1.1428571428571428
baby,1.1428571428571428
need,1.1304347826086956
people,1.1206896551724137
person,1.1111111111111112
free,1.1
believe,1.0
video,1.0
read,1.0
share,1.0
act,1.0
work,1.0
remember,1.0
talk,1.0
coming,1.0
united,1.0
thinking,1.0
working,1.0
life,1.0
way,1.0
white,house,1.0
man,0.9285714285714286
think,0.9032258064516129
look,0.8947368421052632
racism,0.8888888888888888
thought,0.875
thing,0.8571428571428571
tomorrow,0.8571428571428571
fight,0.8571428571428571
murder,0.8461538461538461
best,0.8461538461538461
going,0.8421052631578947
known,0.8333333333333334
school,0.8333333333333334
reason,0.8333333333333334
wearing,0.8333333333333334
guy,0.8333333333333334
year,0.8181818181818182
later,0.8
joe,0.8
getting,0.8
finally,0.8
set,0.8
raise,0.8
protect,0.8
year,old,0.8
live,0.7894736842105263
job,0.7777777777777778
hard,0.75
story,0.7272727272727273
watch,0.7142857142857143
bad,0.7
check,0.6666666666666666
election,0.6666666666666666
big,0.6666666666666666
ass,0.6666666666666666
game,0.6666666666666666
high,0.6666666666666666
thank,0.6470588235294118
find,0.625
memorial,0.6
stream,0.6
left,0.6
sad,0.6
weekend,0.6
street,0.6
saying,0.6
change,0.5714285714285714
episode,0.5714285714285714
instead,0.5714285714285714
different,0.5714285714285714
woman,0.5714285714285714
ill,0.5714285714285714
black,man,0.5714285714285714
action,0.5555555555555556
safe,0.5555555555555556
human,0.5454545454545454
want,0.5416666666666666
come,0.5384615384615384
understand,0.5
color,0.5
law,0.5
yes,0.5
let,0.5
seen,0.5
end,0.5
wrong,0.4444444444444444
hope,0.4444444444444444
social,media,0.42857142857142855
little,0.4166666666666667
use,0.4166666666666667
mean,0.4
treat,0.4
calling,0.4
photo,0.4
nice,0.4
dear,0.4
head,0.4
silent,0.4
hear,0.4
follow,0.4
security,0.4
seeing,0.4
stop,0.391304347826087
like,0.3783783783783784
night,0.375
said,0.375
good,0.36666666666666664
wait,0.36363636363636365
sign,0.36363636363636365
thread,0.36363636363636365
entire,0.3333333333333333
maybe,0.3333333333333333
speak,0.3333333333333333
sure,0.3333333333333333
send,0.3333333333333333
probably,0.3333333333333333
lot,0.3
saw,0.2857142857142857
text,0.2857142857142857
absolutely,0.2857142857142857
happy,0.2727272727272727
win,0.2727272727272727
justice,0.2727272727272727
right,0.25
white,0.25
start,0.25
guess,0.25
literally,0.23076923076923078
got,0.2222222222222222
wrote,0.2
hurt,0.2
favorite,0.2
harassment,0.2
beautiful,0.2
brutality,0.2
girl,0.2
thread,help,0.2
police,brutality,0.2
love,0.19230769230769232
black,0.18181818181818182
yeah,0.16666666666666666
sex,0.16666666666666666
true,0.16666666666666666
police,people,0.16666666666666666
play,0.14285714285714285
morning,0.14285714285714285
mourn,0.125
hello,0.125
white,people,0.125
police,0.11428571428571428
voice,0.1111111111111111
hate,0.1111111111111111
feel,0.1111111111111111
sorry,0.1111111111111111
exactly,0.1111111111111111
formula,0.1
men,0.09090909090909091
matter,0.07692307692307693
